batter,hittype,speed_A,True_speed
31,line_drive,101.091658074841,100.93163260534281
32,ground_ball,69.3517172997491,80.46229534965316
33,ground_ball,82.34872991800135,88.79248135523139
34,fly_ball,74.6424654665903,75.26754054412294
34,ground_ball,88.287832839928,90.15435383000866
34,line_drive,96.88695222665629,96.68114897575266
34,popup,71.37244544071075,68.68404390318135
35,fly_ball,90.4368293052042,90.73968288664346
35,ground_ball,81.5746195915948,88.66968607738828
35,line_drive,96.290134126884,96.11499591813761
35,popup,74.9052246494055,74.58274097473273
36,fly_ball,63.8446408575959,65.38603557174898
36,ground_ball,73.0369252533311,87.44024982234627
37,fly_ball,97.2796140906931,95.76919444148179
37,ground_ball,104.512345719888,99.65543325698461
37,popup,75.9712093275192,82.53523026358913
38,ground_ball,87.7487544805021,92.38263457178157
38,line_drive,94.2202323081432,94.5161895194451
39,fly_ball,88.67568292399045,89.40294740355348
39,ground_ball,86.3843000868599,87.6044098389509
39,line_drive,90.3128356193113,91.38761769105919
39,popup,72.4514025127716,69.94148862533909
40,fly_ball,77.22458602797765,80.354985403562
40,ground_ball,82.1732521350906,84.1067098739962
40,line_drive,86.4823031207339,86.49583085732836
40,popup,75.1383577147653,75.52758898468815
41,fly_ball,82.30469943353835,81.88528626752363
41,ground_ball,87.6794794574912,88.32804333172452
41,line_drive,88.39874615696434,88.7551253967111
41,popup,70.0647234469575,70.79764316777393
42,fly_ball,92.0980632718553,92.1486614849514
42,ground_ball,95.85811709120935,93.08451571818036
42,line_drive,99.26722916068954,99.17097411168116
42,popup,79.3624094167704,75.02825288891314
43,fly_ball,98.47574213582165,98.12834066390258
43,ground_ball,90.51494454640859,90.74562490434316
43,line_drive,90.9505179082634,91.39769622210689
44,fly_ball,85.033194904519,84.21374223400252
44,ground_ball,91.2439599214826,89.11556594943096
44,line_drive,92.4036384448492,93.72833028200863
44,popup,69.32676288943095,71.23829113976129
45,fly_ball,92.9405881428614,93.21125762620025
45,ground_ball,91.3993977178102,91.58894278136995
45,line_drive,95.03587039787456,95.47577739634693
45,popup,79.6468666016701,75.97549218065667
46,fly_ball,87.59881928154644,87.43359255339462
46,ground_ball,88.4229508121087,90.63436116656055
46,line_drive,91.69166299506665,92.57123397206219
46,popup,65.5495482546832,67.80889325224557
47,fly_ball,94.396584132062,95.36704979201379
47,ground_ball,96.1205626860043,92.28143214754178
47,line_drive,101.14006903852898,101.23657951491772
47,popup,78.0578509209199,79.88713529696813
48,fly_ball,89.35502222630956,89.33776540191442
48,ground_ball,87.0224487430455,90.20048793573143
48,line_drive,93.4289924524994,93.41837764161636
48,popup,77.0303398143197,77.20218215137314
49,fly_ball,93.9883250964979,94.3803732871881
49,ground_ball,89.97662519151035,90.52532252057526
49,line_drive,99.7262090023243,100.28054757866882
49,popup,82.6153701666569,81.51491683344787
50,fly_ball,97.25009092056908,96.92951882121044
50,ground_ball,90.2100771816947,92.28842079534984
50,line_drive,89.873798631761,89.4907646260482
50,popup,84.33020286539269,82.55114350056884
51,fly_ball,78.75694178146159,78.97369782605743
51,ground_ball,87.65569134452889,92.77209492676818
51,line_drive,99.1267650510122,99.17820446339626
52,fly_ball,88.6493365821599,88.77994880602863
52,ground_ball,97.3067315655569,90.70795361760509
52,line_drive,99.8640718491378,100.01813783480438
52,popup,77.7134006801552,78.73797815993643
53,ground_ball,81.18979392589785,84.94395423638875
53,line_drive,69.9441919970488,67.86790112785478
54,fly_ball,91.71201341494265,92.03134524896123
54,ground_ball,96.747025174915,92.87815411321193
54,line_drive,101.448767098808,101.50791614125541
54,popup,72.6600422108934,76.20059597066546
55,fly_ball,89.6105908149149,88.91699830521912
56,fly_ball,95.0761312304525,94.7510554067321
